train_number,train_name,source,destination,travel_class,booking_date,travel_date,days_before_travel,waitlist_position,month,day_of_week,is_festival_season,is_peak_season,is_weekend,train_type,confirmed,total_seats_class,cancellation_rate
12261,Mumbai Duronto Central,CSMT,NDLS,3A,2026-02-07,2026-03-02,23,82,3,0,True,False,False,Duronto,False,293,0.131
12267,Mumbai Duronto,MMCT,NDLS,2A,2025-11-22,2026-03-19,117,0,3,3,True,False,False,Duronto,True,197,0.141
12925,Paschim Express,SWM,MTJ,2A,2026-01-25,2026-03-24,58,36,3,1,True,False,False,Superfast,False,354,0.268
12621,Tamil Nadu Express,KYN,AGC,2A,2025-11-17,2026-01-12,56,0,1,0,False,False,False,Superfast,True,208,0.245
12953,August Kranti Rajdhani,BRC,RTM,2A,2026-01-28,2026-02-12,15,43,2,3,False,False,False,Rajdhani,False,378,0.319
12261,Mumbai Duronto Central,CSMT,NDLS,1A,2026-01-04,2026-01-23,19,0,1,4,False,False,False,Duronto,True,292,0.292
12925,Paschim Express,BVI,RTM,GN,2025-10-10,2026-01-24,106,0,1,5,False,False,True,Superfast,False,79,0.327
12267,Mumbai Duronto,MMCT,NDLS,SL,2025-10-31,2026-02-28,120,0,2,5,False,False,True,Duronto,True,230,0.071
12925,Paschim Express,MMCT,MTJ,SL,2026-01-13,2026-01-17,4,96,1,5,False,False,True,Superfast,False,197,0.337
12909,Garib Rath,MMCT,ST,3A,2025-11-28,2026-01-28,61,0,1,2,False,False,False,Garib Rath,True,131,0.318
12187,Mumbai Garib Rath,JHS,GWL,3A,2025-11-18,2026-03-06,108,0,3,4,True,False,False,Garib Rath,True,271,0.292
12925,Paschim Express,MTJ,NDLS,SL,2025-12-06,2026-02-11,67,0,2,2,False,False,False,Superfast,True,211,0.289
12909,Garib Rath,BRC,NDLS,3A,2025-11-06,2026-01-24,79,0,1,5,False,False,True,Garib Rath,True,162,0.112
12621,Tamil Nadu Express,BPL,NDLS,3A,2026-01-15,2026-02-12,28,47,2,3,False,False,False,Superfast,True,330,0.21
12261,Mumbai Duronto Central,CSMT,NDLS,2A,2025-11-29,2026-02-12,75,0,2,3,False,False,False,Duronto,True,274,0.28
12137,Punjab Mail,GWL,NDLS,2A,2025-12-23,2026-03-29,96,0,3,6,True,False,True,Mail,True,143,0.143
12621,Tamil Nadu Express,JHS,AGC,GN,2026-02-05,2026-02-22,17,61,2,6,False,False,True,Superfast,True,373,0.072
12953,August Kranti Rajdhani,BRC,NDLS,2A,2025-12-13,2026-02-04,53,0,2,2,False,False,False,Rajdhani,True,127,0.081
12137,Punjab Mail,CSMT,JHS,2A,2025-11-30,2026-02-16,78,0,2,0,False,False,False,Mail,True,352,0.133
12925,Paschim Express,MTJ,NDLS,GN,2026-02-02,2026-02-19,17,0,2,3,False,False,False,Superfast,True,356,0.226
12261,Mumbai Duronto Central,CSMT,NDLS,1A,2026-03-18,2026-03-31,13,55,3,1,True,False,False,Duronto,False,395,0.111
12903,Golden Temple Mail,KOTA,SWM,GN,2026-01-16,2026-01-19,3,89,1,0,False,False,False,Superfast,True,236,0.336
12187,Mumbai Garib Rath,JHS,NDLS,3A,2025-10-28,2026-01-20,84,0,1,1,False,False,False,Garib Rath,True,372,0.132
12187,Mumbai Garib Rath,BSL,NDLS,3A,2025-12-13,2026-01-15,33,0,1,3,False,False,False,Garib Rath,True,282,0.295
12953,August Kranti Rajdhani,KOTA,NDLS,1A,2025-10-15,2026-01-29,106,0,1,3,False,False,False,Rajdhani,True,179,0.297
12909,Garib Rath,BVI,KOTA,3A,2025-11-24,2026-02-08,76,0,2,6,False,False,True,Garib Rath,True,119,0.348
12137,Punjab Mail,AGC,NDLS,2A,2026-01-06,2026-04-05,89,0,4,6,True,True,True,Mail,True,282,0.104
12261,Mumbai Duronto Central,CSMT,NDLS,2A,2025-12-24,2026-04-07,104,0,4,1,True,True,False,Duronto,True,386,0.181
12137,Punjab Mail,AGC,MTJ,SL,2025-11-01,2026-02-12,103,0,2,3,False,False,False,Mail,True,163,0.242
12187,Mumbai Garib Rath,BSL,GWL,3A,2026-02-16,2026-03-09,21,114,3,0,True,False,False,Garib Rath,False,55,0.156
12925,Paschim Express,MTJ,NDLS,2A,2025-12-05,2026-03-05,90,0,3,3,True,False,False,Superfast,True,336,0.209
12903,Golden Temple Mail,MMCT,ST,GN,2025-11-05,2026-01-27,83,0,1,1,False,False,False,Superfast,False,226,0.271
12903,Golden Temple Mail,ST,SWM,SL,2026-03-20,2026-03-26,6,187,3,3,True,False,False,Superfast,False,132,0.183
12267,Mumbai Duronto,MMCT,NDLS,2A,2025-12-29,2026-01-13,15,73,1,1,False,False,False,Duronto,False,138,0.162
12925,Paschim Express,MMCT,NDLS,GN,2025-11-06,2026-02-12,98,0,2,3,False,False,False,Superfast,True,321,0.267
12953,August Kranti Rajdhani,RTM,KOTA,1A,2026-01-03,2026-02-07,35,6,2,5,False,False,True,Rajdhani,True,298,0.115
12621,Tamil Nadu Express,AGC,NDLS,3A,2025-12-17,2026-03-13,86,0,3,4,True,False,False,Superfast,True,378,0.28
12903,Golden Temple Mail,SWM,NDLS,3A,2025-12-25,2026-01-28,34,0,1,2,False,False,False,Superfast,True,189,0.058
12137,Punjab Mail,ET,BPL,3A,2025-11-04,2026-01-12,69,0,1,0,False,False,False,Mail,True,342,0.241
12903,Golden Temple Mail,BVI,MTJ,SL,2025-11-22,2026-01-17,56,0,1,5,False,False,True,Superfast,True,331,0.288
12621,Tamil Nadu Express,BPL,JHS,SL,2026-03-09,2026-03-13,4,0,3,4,True,False,False,Superfast,True,226,0.163
12261,Mumbai Duronto Central,CSMT,NDLS,1A,2025-12-02,2026-03-19,107,0,3,3,True,False,False,Duronto,True,295,0.076
12951,Mumbai Rajdhani,BRC,KOTA,3A,2026-03-09,2026-03-24,15,0,3,1,True,False,False,Rajdhani,True,341,0.259
12621,Tamil Nadu Express,BPL,NDLS,3A,2026-02-02,2026-03-01,27,85,3,6,True,False,True,Superfast,False,313,0.215
12925,Paschim Express,KOTA,MTJ,2A,2025-12-25,2026-03-21,86,0,3,5,True,False,True,Superfast,True,374,0.309
12953,August Kranti Rajdhani,ST,RTM,1A,2026-01-11,2026-04-09,88,0,4,3,True,True,False,Rajdhani,True,100,0.234
12621,Tamil Nadu Express,JHS,NDLS,GN,2026-02-25,2026-04-06,40,25,4,0,True,True,False,Superfast,True,174,0.157
12137,Punjab Mail,MMR,BPL,GN,2026-01-13,2026-02-03,21,0,2,1,False,False,False,Mail,True,397,0.315
12187,Mumbai Garib Rath,BPL,GWL,3A,2025-12-10,2026-02-10,62,0,2,1,False,False,False,Garib Rath,False,209,0.343
12187,Mumbai Garib Rath,JHS,NDLS,3A,2026-01-10,2026-03-08,57,0,3,6,True,False,True,Garib Rath,True,326,0.077
12951,Mumbai Rajdhani,KOTA,NDLS,1A,2026-02-16,2026-04-06,49,0,4,0,True,True,False,Rajdhani,False,226,0.294
12137,Punjab Mail,KYN,BSL,1A,2026-02-23,2026-03-27,32,42,3,4,True,False,False,Mail,True,143,0.211
12137,Punjab Mail,MTJ,NDLS,2A,2026-03-23,2026-04-05,13,0,4,6,True,True,True,Mail,True,377,0.246
12925,Paschim Express,ST,NDLS,GN,2025-12-11,2026-04-07,117,0,4,1,True,True,False,Superfast,True,103,0.085
12909,Garib Rath,KOTA,NDLS,3A,2026-02-03,2026-02-03,0,0,2,1,False,False,False,Garib Rath,True,380,0.1
12261,Mumbai Duronto Central,CSMT,NDLS,1A,2026-01-31,2026-02-19,19,0,2,3,False,False,False,Duronto,True,331,0.266
12925,Paschim Express,BRC,SWM,GN,2025-10-31,2026-02-08,100,0,2,6,False,False,True,Superfast,False,367,0.206
12137,Punjab Mail,ET,AGC,2A,2025-12-05,2026-02-04,61,0,2,2,False,False,False,Mail,True,102,0.175
12909,Garib Rath,KOTA,NDLS,3A,2025-12-13,2026-02-04,53,0,2,2,False,False,False,Garib Rath,True,197,0.273
12909,Garib Rath,BVI,NDLS,3A,2026-01-01,2026-02-21,51,0,2,5,False,False,True,Garib Rath,True,183,0.238
12187,Mumbai Garib Rath,JHS,NDLS,3A,2026-02-25,2026-03-09,12,0,3,0,True,False,False,Garib Rath,True,273,0.089
12267,Mumbai Duronto,MMCT,NDLS,3A,2025-11-29,2026-03-04,95,0,3,2,True,False,False,Duronto,True,326,0.14
12137,Punjab Mail,KYN,AGC,2A,2026-02-20,2026-03-09,17,0,3,0,True,False,False,Mail,True,251,0.268
12137,Punjab Mail,JHS,MTJ,1A,2025-09-14,2026-01-12,120,0,1,0,False,False,False,Mail,True,315,0.266
12925,Paschim Express,MTJ,NDLS,GN,2026-01-13,2026-03-28,74,0,3,5,True,False,True,Superfast,True,237,0.107
12187,Mumbai Garib Rath,BPL,JHS,3A,2026-01-18,2026-01-29,11,36,1,3,False,False,False,Garib Rath,True,77,0.215
12925,Paschim Express,MTJ,NDLS,SL,2025-11-02,2026-01-30,89,0,1,4,False,False,False,Superfast,True,395,0.154
12267,Mumbai Duronto,MMCT,NDLS,SL,2026-03-05,2026-03-20,15,0,3,4,True,False,False,Duronto,True,314,0.208
12953,August Kranti Rajdhani,BRC,NDLS,1A,2025-11-27,2026-01-24,58,2,1,5,False,False,True,Rajdhani,True,212,0.243
12267,Mumbai Duronto,MMCT,NDLS,SL,2025-10-12,2026-01-15,95,0,1,3,False,False,False,Duronto,True,63,0.268
12909,Garib Rath,MMCT,KOTA,3A,2025-12-17,2026-01-29,43,6,1,3,False,False,False,Garib Rath,True,54,0.174
12621,Tamil Nadu Express,AGC,NDLS,2A,2026-01-20,2026-03-26,65,0,3,3,True,False,False,Superfast,True,55,0.262
12953,August Kranti Rajdhani,RTM,KOTA,3A,2025-12-12,2026-03-07,85,0,3,5,True,False,True,Rajdhani,True,189,0.088
12137,Punjab Mail,MMR,JHS,SL,2026-03-12,2026-03-22,10,0,3,6,True,False,True,Mail,True,224,0.319
12137,Punjab Mail,ET,AGC,2A,2025-12-01,2026-01-29,59,0,1,3,False,False,False,Mail,True,386,0.267
12925,Paschim Express,BVI,MTJ,SL,2025-11-22,2026-03-11,109,0,3,2,True,False,False,Superfast,True,395,0.121
12951,Mumbai Rajdhani,BRC,SWM,2A,2026-03-21,2026-03-28,7,126,3,5,True,False,True,Rajdhani,False,286,0.253
12953,August Kranti Rajdhani,RTM,NDLS,1A,2025-11-21,2026-01-26,66,0,1,0,False,False,False,Rajdhani,True,265,0.066
12187,Mumbai Garib Rath,JHS,GWL,3A,2026-01-20,2026-04-05,75,0,4,6,True,True,True,Garib Rath,True,269,0.319
12267,Mumbai Duronto,MMCT,NDLS,2A,2025-12-22,2026-03-09,77,0,3,0,True,False,False,Duronto,True,311,0.051
12953,August Kranti Rajdhani,ST,KOTA,2A,2025-12-28,2026-01-16,19,73,1,4,False,False,False,Rajdhani,False,325,0.268
12137,Punjab Mail,BPL,MTJ,3A,2026-03-23,2026-03-31,8,0,3,1,True,False,False,Mail,True,248,0.347
12951,Mumbai Rajdhani,BRC,NDLS,3A,2025-10-08,2026-02-02,117,0,2,0,False,False,False,Rajdhani,True,367,0.337
12953,August Kranti Rajdhani,BRC,RTM,3A,2026-02-28,2026-03-30,30,85,3,0,True,False,False,Rajdhani,False,225,0.317
12951,Mumbai Rajdhani,BRC,KOTA,2A,2025-10-10,2026-01-15,97,0,1,3,False,False,False,Rajdhani,True,200,0.179
12621,Tamil Nadu Express,KYN,ET,2A,2026-03-23,2026-04-02,10,105,4,3,True,True,False,Superfast,False,144,0.313
12951,Mumbai Rajdhani,BRC,KOTA,3A,2025-10-18,2026-02-01,106,0,2,6,False,False,True,Rajdhani,True,308,0.234
12903,Golden Temple Mail,KOTA,SWM,SL,2025-10-14,2026-02-04,113,0,2,2,False,False,False,Superfast,True,226,0.161
12137,Punjab Mail,BPL,GWL,GN,2025-10-31,2026-02-18,110,0,2,2,False,False,False,Mail,False,93,0.221
12267,Mumbai Duronto,MMCT,NDLS,3A,2025-12-18,2026-03-18,90,0,3,2,True,False,False,Duronto,True,300,0.182
12187,Mumbai Garib Rath,BSL,NDLS,3A,2025-10-16,2026-02-01,108,0,2,6,False,False,True,Garib Rath,True,76,0.075
12187,Mumbai Garib Rath,KYN,JHS,3A,2025-12-28,2026-02-25,59,0,2,2,False,False,False,Garib Rath,True,372,0.165
12903,Golden Temple Mail,SWM,MTJ,2A,2025-11-21,2026-02-05,76,0,2,3,False,False,False,Superfast,True,287,0.059
12261,Mumbai Duronto Central,CSMT,NDLS,2A,2025-12-08,2026-01-17,40,17,1,5,False,False,True,Duronto,False,398,0.349
12137,Punjab Mail,KYN,ET,3A,2026-01-27,2026-02-16,20,20,2,0,False,False,False,Mail,True,347,0.315
12909,Garib Rath,BVI,KOTA,3A,2026-01-06,2026-02-18,43,0,2,2,False,False,False,Garib Rath,True,287,0.09
12925,Paschim Express,MTJ,NDLS,3A,2025-12-20,2026-03-31,101,0,3,1,True,False,False,Superfast,True,333,0.184
12187,Mumbai Garib Rath,GWL,NDLS,3A,2026-02-05,2026-02-16,11,0,2,0,False,False,False,Garib Rath,True,135,0.11
12621,Tamil Nadu Express,MMR,BPL,GN,2025-12-26,2026-03-04,68,0,3,2,True,False,False,Superfast,True,214,0.052
12137,Punjab Mail,CSMT,NMD,1A,2026-01-04,2026-02-24,51,0,2,1,False,False,False,Mail,True,231,0.078
12909,Garib Rath,MMCT,ST,3A,2026-01-12,2026-02-27,46,0,2,4,False,False,False,Garib Rath,True,396,0.067
12951,Mumbai Rajdhani,SWM,NDLS,3A,2026-02-22,2026-02-25,3,118,2,2,False,False,False,Rajdhani,False,297,0.194
12267,Mumbai Duronto,MMCT,NDLS,SL,2026-01-14,2026-01-16,2,147,1,4,False,False,False,Duronto,False,159,0.212
12951,Mumbai Rajdhani,SWM,NDLS,3A,2026-01-11,2026-03-29,77,0,3,6,True,False,True,Rajdhani,True,302,0.209
12903,Golden Temple Mail,KOTA,NDLS,2A,2026-03-28,2026-03-29,1,205,3,6,True,False,True,Superfast,False,83,0.223
12137,Punjab Mail,MMR,BSL,GN,2025-10-04,2026-01-25,113,0,1,6,False,False,True,Mail,True,96,0.176
12951,Mumbai Rajdhani,MMCT,SWM,2A,2026-01-01,2026-01-24,23,0,1,5,False,False,True,Rajdhani,True,390,0.06
12187,Mumbai Garib Rath,KYN,JHS,3A,2025-10-01,2026-01-21,112,0,1,2,False,False,False,Garib Rath,True,80,0.32
12951,Mumbai Rajdhani,MMCT,SWM,2A,2025-12-06,2026-04-05,120,0,4,6,True,True,True,Rajdhani,True,384,0.316
12261,Mumbai Duronto Central,CSMT,NDLS,1A,2025-11-30,2026-02-21,83,0,2,5,False,False,True,Duronto,True,351,0.232
12925,Paschim Express,ST,RTM,3A,2026-01-10,2026-02-24,45,0,2,1,False,False,False,Superfast,True,380,0.109
12187,Mumbai Garib Rath,KYN,BPL,3A,2025-10-31,2026-01-21,82,0,1,2,False,False,False,Garib Rath,True,396,0.141
12951,Mumbai Rajdhani,BRC,SWM,3A,2026-01-08,2026-04-02,84,0,4,3,True,True,False,Rajdhani,True,176,0.258
12903,Golden Temple Mail,KOTA,NDLS,2A,2025-12-29,2026-01-28,30,18,1,2,False,False,False,Superfast,False,346,0.054
12925,Paschim Express,MTJ,NDLS,SL,2026-01-31,2026-04-04,63,0,4,5,True,True,True,Superfast,True,56,0.232
12261,Mumbai Duronto Central,CSMT,NDLS,1A,2025-11-21,2026-03-08,107,0,3,6,True,False,True,Duronto,True,334,0.054
12261,Mumbai Duronto Central,CSMT,NDLS,2A,2026-01-17,2026-03-19,61,0,3,3,True,False,False,Duronto,True,155,0.346
12903,Golden Temple Mail,BRC,KOTA,3A,2026-02-22,2026-04-07,44,0,4,1,True,True,False,Superfast,True,283,0.062
12953,August Kranti Rajdhani,MMCT,NDLS,3A,2026-01-31,2026-02-05,5,60,2,3,False,False,False,Rajdhani,False,92,0.111
12903,Golden Temple Mail,SWM,NDLS,2A,2025-11-21,2026-01-13,53,0,1,1,False,False,False,Superfast,True,241,0.079
12953,August Kranti Rajdhani,RTM,KOTA,3A,2025-12-19,2026-03-13,84,0,3,4,True,False,False,Rajdhani,True,197,0.344
12909,Garib Rath,BRC,KOTA,3A,2025-10-21,2026-02-01,103,0,2,6,False,False,True,Garib Rath,True,173,0.054
12925,Paschim Express,ST,SWM,2A,2026-02-15,2026-03-08,21,0,3,6,True,False,True,Superfast,True,365,0.233
12621,Tamil Nadu Express,MMR,NDLS,GN,2026-01-24,2026-01-27,3,57,1,1,False,False,False,Superfast,True,58,0.226
12621,Tamil Nadu Express,BPL,JHS,2A,2026-02-03,2026-02-03,0,70,2,1,False,False,False,Superfast,False,185,0.345
12187,Mumbai Garib Rath,JHS,NDLS,3A,2026-01-17,2026-03-11,53,42,3,2,True,False,False,Garib Rath,False,233,0.239
12925,Paschim Express,KOTA,NDLS,2A,2025-12-01,2026-03-08,97,0,3,6,True,False,True,Superfast,True,69,0.117
12187,Mumbai Garib Rath,KYN,NDLS,3A,2025-12-26,2026-02-02,38,0,2,0,False,False,False,Garib Rath,True,199,0.271
12903,Golden Temple Mail,BL,ST,3A,2025-10-20,2026-02-09,112,0,2,0,False,False,False,Superfast,True,81,0.244
12925,Paschim Express,ST,MTJ,SL,2025-11-24,2026-01-11,48,0,1,6,False,False,True,Superfast,True,151,0.255
12187,Mumbai Garib Rath,BSL,NDLS,3A,2026-01-29,2026-02-01,3,16,2,6,False,False,True,Garib Rath,True,75,0.056
12267,Mumbai Duronto,MMCT,NDLS,SL,2025-11-23,2026-02-07,76,0,2,5,False,False,True,Duronto,True,271,0.052
12267,Mumbai Duronto,MMCT,NDLS,3A,2026-02-17,2026-03-19,30,0,3,3,True,False,False,Duronto,True,175,0.052
12903,Golden Temple Mail,RTM,NDLS,3A,2025-11-14,2026-03-14,120,0,3,5,True,False,True,Superfast,True,57,0.06
12187,Mumbai Garib Rath,BPL,GWL,3A,2025-12-04,2026-04-02,119,0,4,3,True,True,False,Garib Rath,True,120,0.187
12903,Golden Temple Mail,SWM,NDLS,GN,2025-11-07,2026-02-13,98,0,2,4,False,False,False,Superfast,True,95,0.119
12187,Mumbai Garib Rath,CSMT,BPL,3A,2025-09-23,2026-01-12,111,0,1,0,False,False,False,Garib Rath,True,305,0.159
12137,Punjab Mail,AGC,NDLS,1A,2025-11-10,2026-02-19,101,0,2,3,False,False,False,Mail,True,202,0.059
12903,Golden Temple Mail,MTJ,NDLS,SL,2026-03-10,2026-03-30,20,0,3,0,True,False,False,Superfast,True,286,0.081
12187,Mumbai Garib Rath,BSL,JHS,3A,2026-03-19,2026-03-20,1,219,3,4,True,False,False,Garib Rath,False,309,0.16
12903,Golden Temple Mail,MTJ,NDLS,3A,2025-12-27,2026-03-21,84,0,3,5,True,False,True,Superfast,True,126,0.071
12951,Mumbai Rajdhani,MMCT,SWM,3A,2026-02-20,2026-03-03,11,52,3,1,True,False,False,Rajdhani,False,234,0.263
12909,Garib Rath,ST,NDLS,3A,2026-02-16,2026-03-21,33,0,3,5,True,False,True,Garib Rath,False,119,0.329
12261,Mumbai Duronto Central,CSMT,NDLS,1A,2025-12-10,2026-02-26,78,0,2,3,False,False,False,Duronto,True,391,0.214
12261,Mumbai Duronto Central,CSMT,NDLS,1A,2025-12-03,2026-02-26,85,0,2,3,False,False,False,Duronto,True,54,0.091
12953,August Kranti Rajdhani,RTM,KOTA,2A,2025-11-10,2026-01-19,70,0,1,0,False,False,False,Rajdhani,True,371,0.167
12137,Punjab Mail,NMD,ET,3A,2025-11-21,2026-02-16,87,0,2,0,False,False,False,Mail,True,144,0.337
12909,Garib Rath,ST,KOTA,3A,2026-02-19,2026-04-06,46,0,4,0,True,True,False,Garib Rath,True,167,0.151
12909,Garib Rath,MMCT,KOTA,3A,2025-12-18,2026-02-15,59,0,2,6,False,False,True,Garib Rath,True,354,0.255
12621,Tamil Nadu Express,CSMT,JHS,SL,2025-10-20,2026-02-15,118,0,2,6,False,False,True,Superfast,True,280,0.117
12903,Golden Temple Mail,KOTA,SWM,GN,2025-12-16,2026-03-16,90,0,3,0,True,False,False,Superfast,True,198,0.2
12951,Mumbai Rajdhani,SWM,NDLS,2A,2026-03-29,2026-03-29,0,39,3,6,True,False,True,Rajdhani,False,128,0.241
12621,Tamil Nadu Express,CSMT,KYN,GN,2025-10-15,2026-01-19,96,0,1,0,False,False,False,Superfast,True,269,0.333
12261,Mumbai Duronto Central,CSMT,NDLS,1A,2026-02-07,2026-02-25,18,0,2,2,False,False,False,Duronto,True,371,0.321
12951,Mumbai Rajdhani,MMCT,BRC,2A,2025-12-13,2026-02-18,67,0,2,2,False,False,False,Rajdhani,True,359,0.143
12909,Garib Rath,ST,BRC,3A,2026-01-23,2026-02-15,23,23,2,6,False,False,True,Garib Rath,True,80,0.177
12187,Mumbai Garib Rath,CSMT,BSL,3A,2025-10-18,2026-01-26,100,0,1,0,False,False,False,Garib Rath,True,131,0.273
12187,Mumbai Garib Rath,BSL,JHS,3A,2025-12-23,2026-03-04,71,0,3,2,True,False,False,Garib Rath,True,314,0.305
12903,Golden Temple Mail,KOTA,MTJ,SL,2026-01-14,2026-03-10,55,21,3,1,True,False,False,Superfast,True,400,0.317
12137,Punjab Mail,MMR,NDLS,GN,2026-02-02,2026-04-03,60,0,4,4,True,True,False,Mail,True,277,0.328
12953,August Kranti Rajdhani,KOTA,NDLS,3A,2026-01-31,2026-02-16,16,67,2,0,False,False,False,Rajdhani,False,277,0.055
12137,Punjab Mail,MMR,JHS,SL,2025-12-30,2026-03-20,80,0,3,4,True,False,False,Mail,True,183,0.335
12267,Mumbai Duronto,MMCT,NDLS,2A,2026-02-08,2026-03-01,21,0,3,6,True,False,True,Duronto,True,222,0.337
12187,Mumbai Garib Rath,KYN,GWL,3A,2026-03-07,2026-03-13,6,0,3,4,True,False,False,Garib Rath,True,372,0.297
12261,Mumbai Duronto Central,CSMT,NDLS,2A,2026-02-21,2026-04-01,39,28,4,2,True,True,False,Duronto,False,365,0.173
12925,Paschim Express,BVI,MTJ,3A,2025-10-04,2026-01-29,117,0,1,3,False,False,False,Superfast,True,357,0.326
12953,August Kranti Rajdhani,ST,RTM,3A,2025-10-08,2026-01-20,104,0,1,1,False,False,False,Rajdhani,True,399,0.075
12267,Mumbai Duronto,MMCT,NDLS,2A,2025-12-31,2026-02-12,43,0,2,3,False,False,False,Duronto,True,110,0.125
12925,Paschim Express,BRC,NDLS,3A,2025-12-05,2026-01-18,44,0,1,6,False,False,True,Superfast,True,394,0.231
12187,Mumbai Garib Rath,KYN,BSL,3A,2026-01-10,2026-01-18,8,0,1,6,False,False,True,Garib Rath,True,234,0.228
12187,Mumbai Garib Rath,GWL,NDLS,3A,2026-02-18,2026-03-26,36,0,3,3,True,False,False,Garib Rath,True,119,0.183
12137,Punjab Mail,CSMT,GWL,SL,2026-01-12,2026-04-04,82,0,4,5,True,True,True,Mail,True,357,0.3
12137,Punjab Mail,BSL,BPL,2A,2026-02-08,2026-03-30,50,0,3,0,True,False,False,Mail,True,73,0.12
12267,Mumbai Duronto,MMCT,NDLS,2A,2026-01-18,2026-02-16,29,9,2,0,False,False,False,Duronto,True,284,0.226
12267,Mumbai Duronto,MMCT,NDLS,SL,2026-01-08,2026-01-15,7,0,1,3,False,False,False,Duronto,True,368,0.168
12187,Mumbai Garib Rath,CSMT,KYN,3A,2025-12-06,2026-03-12,96,0,3,3,True,False,False,Garib Rath,True,296,0.101
12951,Mumbai Rajdhani,KOTA,SWM,1A,2025-11-20,2026-01-15,56,21,1,3,False,False,False,Rajdhani,False,96,0.155
12953,August Kranti Rajdhani,MMCT,NDLS,3A,2025-11-28,2026-03-14,106,0,3,5,True,False,True,Rajdhani,True,317,0.294
12267,Mumbai Duronto,MMCT,NDLS,1A,2026-01-16,2026-03-04,47,0,3,2,True,False,False,Duronto,True,254,0.132
12137,Punjab Mail,MTJ,NDLS,1A,2026-01-16,2026-02-21,36,0,2,5,False,False,True,Mail,False,262,0.329
12267,Mumbai Duronto,MMCT,NDLS,SL,2025-12-18,2026-04-01,104,0,4,2,True,True,False,Duronto,True,299,0.296
12187,Mumbai Garib Rath,KYN,NDLS,3A,2026-01-04,2026-03-12,67,0,3,3,True,False,False,Garib Rath,True,87,0.295
12903,Golden Temple Mail,KOTA,SWM,SL,2025-11-10,2026-02-16,98,0,2,0,False,False,False,Superfast,True,110,0.12
12953,August Kranti Rajdhani,MMCT,BRC,3A,2025-11-15,2026-03-14,119,0,3,5,True,False,True,Rajdhani,True,273,0.266
12925,Paschim Express,KOTA,MTJ,GN,2025-11-26,2026-03-19,113,0,3,3,True,False,False,Superfast,True,154,0.319
12187,Mumbai Garib Rath,GWL,NDLS,3A,2025-12-08,2026-03-26,108,0,3,3,True,False,False,Garib Rath,True,95,0.055
12951,Mumbai Rajdhani,BRC,KOTA,2A,2026-01-13,2026-03-29,75,0,3,6,True,False,True,Rajdhani,True,86,0.342
12909,Garib Rath,MMCT,ST,3A,2026-01-16,2026-03-08,51,3,3,6,True,False,True,Garib Rath,True,53,0.229
12951,Mumbai Rajdhani,KOTA,NDLS,2A,2026-02-09,2026-04-04,54,0,4,5,True,True,True,Rajdhani,False,349,0.272
12137,Punjab Mail,CSMT,KYN,3A,2025-12-25,2026-01-30,36,0,1,4,False,False,False,Mail,True,300,0.134
12261,Mumbai Duronto Central,CSMT,NDLS,2A,2026-01-05,2026-02-13,39,0,2,4,False,False,False,Duronto,True,319,0.329
12267,Mumbai Duronto,MMCT,NDLS,2A,2025-12-27,2026-04-05,99,0,4,6,True,True,True,Duronto,True,124,0.168
12621,Tamil Nadu Express,BSL,BPL,2A,2025-11-13,2026-03-01,108,0,3,6,True,False,True,Superfast,True,303,0.194
12187,Mumbai Garib Rath,JHS,GWL,3A,2025-10-21,2026-02-06,108,0,2,4,False,False,False,Garib Rath,True,94,0.324
12951,Mumbai Rajdhani,SWM,NDLS,1A,2026-02-20,2026-02-20,0,0,2,4,False,False,False,Rajdhani,True,113,0.127
12925,Paschim Express,SWM,NDLS,2A,2025-12-16,2026-04-05,110,0,4,6,True,True,True,Superfast,True,80,0.194
12903,Golden Temple Mail,ST,MTJ,3A,2025-10-14,2026-01-24,102,0,1,5,False,False,True,Superfast,True,143,0.066
12187,Mumbai Garib Rath,CSMT,KYN,3A,2026-01-01,2026-03-19,77,0,3,3,True,False,False,Garib Rath,True,109,0.256
12261,Mumbai Duronto Central,CSMT,NDLS,3A,2025-11-22,2026-03-17,115,0,3,1,True,False,False,Duronto,True,193,0.189
12903,Golden Temple Mail,MTJ,NDLS,GN,2025-10-18,2026-02-12,117,0,2,3,False,False,False,Superfast,True,358,0.053
12137,Punjab Mail,MTJ,NDLS,1A,2025-12-18,2026-03-06,78,0,3,4,True,False,False,Mail,False,169,0.206
12267,Mumbai Duronto,MMCT,NDLS,2A,2026-01-18,2026-02-10,23,0,2,1,False,False,False,Duronto,True,397,0.199
12267,Mumbai Duronto,MMCT,NDLS,3A,2025-11-10,2026-01-27,78,0,1,1,False,False,False,Duronto,True,212,0.058
12953,August Kranti Rajdhani,KOTA,NDLS,1A,2026-02-27,2026-03-04,5,168,3,2,True,False,False,Rajdhani,False,275,0.199
12621,Tamil Nadu Express,AGC,NDLS,2A,2025-12-19,2026-01-12,24,66,1,0,False,False,False,Superfast,False,307,0.113
12621,Tamil Nadu Express,MMR,BSL,2A,2026-02-20,2026-04-11,50,0,4,5,True,True,True,Superfast,True,268,0.202
12261,Mumbai Duronto Central,CSMT,NDLS,2A,2026-02-05,2026-03-16,39,0,3,0,True,False,False,Duronto,True,174,0.17
12951,Mumbai Rajdhani,SWM,NDLS,3A,2025-12-16,2026-03-15,89,0,3,6,True,False,True,Rajdhani,True,54,0.051
